step,lam,cost_mean,loss_q,loss_qc,wall_time
2500,9.97418212890625,0.0859375,750.8453979492188,0.35700011253356934,56.9
5000,9.97418212890625,0.0703125,1001.5595703125,0.21986210346221924,97.5
